time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³)
05-07-2024 13:00:00,31.7,65,24.3,38.4,0.0,0.0,1,1007.6,1003.7,31,14,25,12,9.1,11.7,279,279,26.3,31.6,27.9,29.0,30.4,0.376,0.378,0.288,0.312
05-07-2024 14:00:00,31.8,64,24.0,38.0,0.0,0.0,1,1006.7,1002.8,25,14,17,6,8.7,10.5,277,276,24.8,32.0,28.2,29.0,30.4,0.373,0.376,0.288,0.312
05-07-2024 15:00:00,31.5,64,23.9,36.8,0.0,0.0,1,1005.7,1001.8,35,9,20,51,9.1,11.4,261,259,23.8,32.1,28.5,29.0,30.4,0.37,0.375,0.288,0.312
05-07-2024 16:00:00,27.7,78,23.5,31.5,0.4,0.4,51,1005.7,1001.7,70,11,60,79,13.6,19.5,212,214,36.7,31.3,28.7,29.0,30.4,0.371,0.374,0.288,0.312
05-07-2024 17:00:00,27.8,78,23.7,32.4,0.1,0.1,51,1005.8,1001.8,32,1,30,42,9.2,12.7,211,215,25.9,30.3,28.9,29.0,30.4,0.371,0.373,0.289,0.312
05-07-2024 18:00:00,27.1,82,23.7,30.8,0.5,0.5,53,1006.8,1002.8,85,73,17,31,15.0,23.9,224,225,25.6,29.5,28.9,29.0,30.4,0.374,0.373,0.289,0.312
05-07-2024 19:00:00,25.8,89,23.8,30.7,0.1,0.1,51,1006.9,1002.9,12,0,1,38,7.5,12.1,235,233,26.6,28.3,28.9,29.0,30.4,0.374,0.372,0.289,0.312
05-07-2024 20:00:00,27.5,79,23.5,31.9,0.0,0.0,0,1008.0,1004.0,16,3,12,20,9.3,18.9,234,235,15.8,29.2,29.1,29.0,30.4,0.37,0.373,0.289,0.312
05-07-2024 21:00:00,27.0,80,23.3,31.3,0.0,0.0,1,1008.5,1004.5,21,3,2,56,9.1,18.7,236,236,15.8,28.6,29.1,29.0,30.4,0.37,0.372,0.29,0.312
05-07-2024 22:00:00,26.4,84,23.5,30.9,0.0,0.0,1,1008.7,1004.7,22,4,3,57,9.0,18.8,233,234,16.6,28.2,29.0,29.0,30.4,0.369,0.372,0.29,0.312
05-07-2024 23:00:00,26.0,87,23.7,30.8,0.0,0.0,1,1008.8,1004.8,26,0,1,86,7.7,17.2,229,233,15.8,27.8,28.9,29.0,30.4,0.369,0.371,0.29,0.312
06-07-2024 00:00:00,25.7,88,23.6,30.6,0.0,0.0,1,1008.0,1004.0,32,0,3,100,6.2,15.6,234,236,13.0,27.5,28.8,29.0,30.4,0.369,0.371,0.29,0.312
06-07-2024 01:00:00,25.2,91,23.6,30.3,0.0,0.0,1,1007.5,1003.5,25,0,0,83,4.5,12.8,241,238,10.4,27.2,28.7,29.0,30.4,0.369,0.371,0.29,0.312
06-07-2024 02:00:00,24.8,93,23.6,30.0,0.0,0.0,1,1007.2,1003.2,32,0,5,98,4.2,12.3,239,238,7.2,26.9,28.6,29.0,30.4,0.369,0.37,0.29,0.312
06-07-2024 03:00:00,24.5,95,23.6,29.6,0.0,0.0,0,1006.8,1002.8,19,0,7,50,5.2,9.1,236,236,6.5,26.7,28.5,29.0,30.4,0.368,0.37,0.29,0.312
06-07-2024 04:00:00,24.7,93,23.5,30.0,0.0,0.0,0,1006.8,1002.8,18,0,5,49,3.7,7.1,241,240,6.5,26.4,28.4,29.0,30.4,0.368,0.37,0.29,0.312
06-07-2024 05:00:00,25.4,90,23.6,30.9,0.0,0.0,0,1007.1,1003.1,14,0,1,43,1.8,4.1,217,225,4.7,26.2,28.3,29.0,30.4,0.368,0.369,0.29,0.312
06-07-2024 06:00:00,25.3,90,23.6,31.1,0.0,0.0,0,1007.3,1003.3,14,0,0,47,0.8,2.5,207,225,2.9,26.1,28.1,29.0,30.4,0.368,0.369,0.291,0.312
06-07-2024 07:00:00,26.1,89,24.1,32.1,0.0,0.0,1,1007.7,1003.7,31,0,1,100,0.5,0.4,45,360,6.5,26.8,28.0,29.0,30.4,0.368,0.368,0.291,0.312
06-07-2024 08:00:00,27.6,83,24.5,33.4,0.0,0.0,0,1007.8,1003.8,19,0,0,62,4.0,4.8,27,27,13.3,28.4,28.1,29.0,30.4,0.366,0.367,0.291,0.312
06-07-2024 09:00:00,28.8,79,24.8,34.9,0.0,0.0,0,1007.9,1003.9,19,3,2,50,3.3,4.1,13,15,14.0,29.5,28.2,29.0,30.4,0.364,0.366,0.291,0.312
06-07-2024 10:00:00,29.9,73,24.5,37.3,0.0,0.0,1,1007.8,1003.8,21,9,9,24,1.5,1.8,346,349,14.0,30.6,28.3,29.0,30.4,0.362,0.365,0.29,0.312
06-07-2024 11:00:00,30.9,67,24.1,38.7,0.1,0.1,51,1007.5,1003.5,32,6,4,79,1.1,1.5,288,284,13.7,31.7,28.5,29.0,30.4,0.359,0.364,0.29,0.312
06-07-2024 12:00:00,31.5,65,24.2,39.7,0.1,0.1,51,1006.9,1003.0,34,10,6,71,1.1,1.4,270,270,13.7,32.6,28.8,29.0,30.4,0.357,0.362,0.29,0.312
06-07-2024 13:00:00,31.9,64,24.2,39.8,0.0,0.0,1,1006.1,1002.2,38,10,9,80,2.6,2.9,214,210,13.0,33.2,29.1,29.0,30.4,0.354,0.36,0.29,0.311
06-07-2024 14:00:00,32.0,63,24.1,38.7,0.1,0.1,51,1005.1,1001.2,44,13,10,87,4.3,5.1,180,176,14.4,33.4,29.4,29.0,30.4,0.352,0.359,0.29,0.311
06-07-2024 15:00:00,31.7,64,24.2,37.8,0.1,0.1,51,1004.3,1000.4,47,13,9,100,5.2,6.5,146,146,15.5,33.3,29.6,29.0,30.4,0.351,0.358,0.29,0.311
06-07-2024 16:00:00,30.8,68,24.3,36.6,0.0,0.0,1,1004.0,1000.1,44,8,12,100,3.1,4.4,159,145,15.1,32.8,29.9,29.0,30.4,0.349,0.357,0.29,0.311
06-07-2024 17:00:00,29.2,77,24.8,33.7,1.7,1.7,61,1004.7,1000.7,54,19,14,95,14.1,21.7,193,191,24.5,31.8,30.0,29.0,30.4,0.368,0.356,0.29,0.311
06-07-2024 18:00:00,27.3,85,24.6,33.2,4.8,4.8,63,1005.6,1001.6,32,0,3,100,3.6,7.7,217,208,27.7,30.1,30.0,29.0,30.4,0.417,0.361,0.29,0.311
06-07-2024 19:00:00,26.8,90,24.9,32.5,0.0,0.0,3,1006.8,1002.8,81,53,6,100,6.4,13.0,223,219,10.8,29.0,30.0,29.0,30.3,0.408,0.364,0.29,0.311
06-07-2024 20:00:00,28.5,82,25.1,34.0,0.0,0.0,1,1006.6,1002.6,34,0,6,100,9.0,17.4,157,162,15.1,29.9,29.9,29.0,30.3,0.338,0.346,0.29,0.311
06-07-2024 21:00:00,27.9,85,25.2,33.6,0.0,0.0,1,1007.3,1003.3,33,1,3,100,7.6,15.4,161,164,15.5,29.4,29.8,29.0,30.3,0.338,0.346,0.29,0.311
06-07-2024 22:00:00,27.5,87,25.1,33.3,0.0,0.0,1,1007.6,1003.6,32,2,1,100,6.5,14.9,161,160,13.0,29.0,29.8,29.0,30.3,0.338,0.346,0.29,0.311
06-07-2024 23:00:00,27.1,89,25.1,33.1,0.0,0.0,1,1007.8,1003.8,34,4,0,100,5.5,13.7,169,166,11.2,28.7,29.7,29.1,30.3,0.338,0.346,0.29,0.311
07-07-2024 00:00:00,26.7,91,25.2,32.8,0.0,0.0,1,1007.6,1003.6,30,8,3,70,4.9,13.6,163,168,9.4,28.4,29.6,29.1,30.3,0.338,0.345,0.29,0.311
07-07-2024 01:00:00,26.5,93,25.3,32.6,0.0,0.0,1,1007.3,1003.3,36,6,1,99,5.5,14.1,157,165,9.4,28.1,29.5,29.1,30.3,0.338,0.345,0.29,0.311
07-07-2024 02:00:00,26.3,95,25.3,32.5,0.0,0.0,1,1007.3,1003.3,35,4,3,99,4.7,13.0,171,178,9.7,27.9,29.4,29.1,30.3,0.338,0.345,0.29,0.311
07-07-2024 03:00:00,26.1,95,25.2,32.3,0.0,0.0,1,1007.0,1003.0,32,5,6,78,4.7,12.2,171,180,7.9,27.7,29.3,29.1,30.3,0.338,0.345,0.29,0.311
07-07-2024 04:00:00,26.0,95,25.0,32.1,0.1,0.1,51,1006.9,1002.9,40,18,17,45,4.2,11.4,200,198,7.9,27.5,29.2,29.1,30.3,0.339,0.345,0.29,0.311
07-07-2024 05:00:00,25.8,90,24.1,30.8,0.5,0.5,53,1007.6,1003.6,49,22,38,22,7.9,15.4,219,217,14.8,27.2,29.0,29.1,30.3,0.344,0.345,0.29,0.311
07-07-2024 06:00:00,25.8,93,24.5,31.4,0.1,0.1,51,1007.9,1003.9,31,18,8,32,5.8,10.9,210,214,13.3,27.0,28.9,29.1,30.3,0.344,0.344,0.29,0.311
